project_id,project_type,client_type,contract_type,is_design_and_build,nilai_kontrak_awal_miliar_rp,total_jam_kerja_estimasi,volume_pekerjaan_tanah_m3,volume_beton_m3,berat_baja_struktural_ton,panjang_instalasi_utama_km,jumlah_titik_akhir_instalasi,jumlah_item_pekerjaan_utama,tingkat_risiko_geoteknik,lokasi_provinsi,lokasi_urban_rural,musim_pelaksanaan,indeks_harga_komoditas_saat_mulai,jumlah_kompetitor_saat_tender,pengalaman_pm_tahun,jumlah_sdm_inti,persentase_subkontraktor,biaya_akhir_riil_miliar_rp,durasi_akhir_riil_hari,profit_margin_riil_persen,terjadi_pembengkakan_biaya_signifikan,terjadi_keterlambatan_signifikan
PJ-756,Pabrik,Pemda,Lump Sum,0,258.37,645934,0,38756,10334,0.0,0,112,2,Maluku Utara,Sub-urban,Hujan,101.77,6,23,35,12,230.69,3145,10.71,0,0
PJ-757,Jalan Tol,Swasta Asing,Cost Plus,0,2359.7,4719401,7079101,471940,23597,58.99,0,1190,4,Nusa Tenggara Timur,Sub-urban,Kemarau,103.16,9,24,236,75,2741.91,3888,-16.2,1,1
PJ-758,Gedung Perkantoran,Pemda,Lump Sum,1,239.81,719436,0,23981,4796,0.0,4796,121,2,Kalimantan Utara,Sub-urban,Hujan,105.12,6,15,38,60,214.12,3227,10.71,0,0
PJ-759,Jembatan,Pemda,Harga Satuan,0,2024.68,4049359,6074039,404935,20246,50.62,0,1013,5,Sumatera Selatan,Sub-urban,Kemarau,116.98,9,17,206,12,1807.75,4587,10.71,0,1
PJ-760,Gedung Perkantoran,Pemda,Harga Satuan,0,177.27,531807,0,17726,3545,0.0,3545,92,2,DI Yogyakarta,Sub-urban,Hujan,104.85,2,24,28,28,158.28,3237,10.71,0,0
PJ-761,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,234.32,702948,0,23431,4686,0.0,4686,121,1,Kalimantan Timur,Rural,Kemarau,118.29,4,21,37,70,209.21,3238,10.71,0,0
PJ-762,Perumahan,Swasta Nasional,Lump Sum,0,120.71,482852,60356,30178,0,0.0,3017,52,3,Lampung,Sub-urban,Kemarau,106.59,3,4,27,13,107.78,3048,10.71,0,0
PJ-763,Gedung Perkantoran,Swasta Asing,Cost Plus,0,92.51,277516,0,9250,1850,0.0,1850,26,1,Kalimantan Selatan,Sub-urban,Kemarau,116.59,3,3,15,31,82.59,3153,10.71,0,0
PJ-764,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,110.28,330848,0,11028,2205,0.0,2205,41,1,Sulawesi Utara,Rural,Kemarau,108.96,3,6,18,78,98.47,4161,10.71,0,1
PJ-765,Perumahan,Pemda,Cost Plus,0,143.76,575040,71880,35940,0,0.0,3594,68,1,DKI Jakarta,Urban,Kemarau,111.59,5,11,29,19,128.36,3379,10.71,0,0
PJ-766,Gedung Perkantoran,Pemda,Cost Plus,0,194.18,582529,0,19417,3883,0.0,3883,113,2,Papua Tengah,Rural,Hujan,104.29,8,3,31,19,233.67,3203,-20.34,1,0
PJ-767,Pabrik,BUMN,Cost Plus,0,460.21,1150531,0,69031,18408,0.0,0,232,3,Kalimantan Selatan,Rural,Hujan,102.69,8,13,59,45,410.9,3724,10.71,0,1
PJ-768,Gedung Perkantoran,Pemda,Harga Satuan,0,215.94,647805,0,21593,4318,0.0,4318,98,2,Kalimantan Selatan,Urban,Kemarau,119.09,7,19,35,13,192.8,3154,10.71,0,0
PJ-769,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,101.71,305139,0,10171,2034,0.0,2034,30,2,Kepulauan Riau,Sub-urban,Hujan,118.55,3,15,16,15,90.82,4341,10.71,0,1
PJ-770,Jembatan,Swasta Asing,Lump Sum,1,1528.91,3057821,4586732,305782,15289,38.22,0,745,1,Sulawesi Selatan,Urban,Hujan,115.46,4,9,156,66,1365.1,3341,10.71,0,0
PJ-771,Jembatan,BUMN,Harga Satuan,0,2414.69,4829381,7244071,482938,24146,60.37,0,1206,3,Nusa Tenggara Timur,Rural,Kemarau,112.59,7,15,245,79,2155.97,3359,10.71,0,0
PJ-772,Jembatan,Swasta Nasional,Lump Sum,0,1922.99,3845974,5768961,384597,19229,48.07,0,971,5,Sulawesi Selatan,Rural,Kemarau,111.38,3,16,196,32,1716.95,4460,10.71,0,1
PJ-773,Jaringan IT,BUMN,Harga Satuan,0,75.36,376805,0,0,0,113.04,3768,48,3,Kalimantan Utara,Sub-urban,Kemarau,102.77,2,22,21,49,67.29,3058,10.71,0,0
PJ-774,Jalan Tol,Swasta Nasional,Cost Plus,0,1296.52,2593045,3889568,259304,12965,32.41,0,664,4,Papua Selatan,Rural,Kemarau,112.65,4,13,132,45,1157.61,3348,10.71,0,0
PJ-775,Gedung Perkantoran,Swasta Asing,Cost Plus,0,107.39,322183,0,10739,2147,0.0,2147,58,1,Papua Selatan,Urban,Hujan,116.5,2,11,18,47,95.89,3050,10.71,0,0
PJ-776,Perumahan,Swasta Nasional,Harga Satuan,0,94.99,379952,47494,23747,0,0.0,2374,49,2,Papua Pegunungan,Sub-urban,Kemarau,107.28,3,16,20,71,84.81,3238,10.71,0,0
PJ-777,Gedung Perkantoran,Pemda,Cost Plus,0,165.56,496690,0,16556,3311,0.0,3311,93,3,Sumatera Barat,Urban,Kemarau,101.06,9,8,26,10,147.82,3256,10.71,0,0
PJ-778,Pabrik,Swasta Nasional,Cost Plus,0,315.12,787804,0,47268,12604,0.0,0,155,1,Riau,Sub-urban,Kemarau,116.48,3,18,41,41,334.53,3275,-6.16,1,0
PJ-779,Jaringan IT,Pemda,Harga Satuan,0,50.87,254348,0,0,0,76.3,2543,37,1,Sulawesi Tenggara,Urban,Kemarau,101.02,9,6,13,30,54.75,4238,-7.63,1,1
PJ-780,Perumahan,Swasta Asing,Lump Sum,0,42.95,171806,21475,10737,0,0.0,1073,40,2,Kepulauan Bangka Belitung,Urban,Kemarau,115.33,9,18,12,32,38.35,2440,10.71,0,0
PJ-781,Perumahan,Swasta Asing,Harga Satuan,0,225.14,900544,112568,56284,0,0.0,5628,100,3,Nusa Tenggara Timur,Rural,Kemarau,101.9,6,5,47,49,233.86,3265,-3.87,1,0
PJ-782,Jalan Tol,Pemda,Lump Sum,0,2744.44,5488871,8233306,548887,27444,68.61,0,1376,2,Kalimantan Selatan,Rural,Hujan,113.49,3,10,276,24,2703.76,4043,1.48,1,1
PJ-783,Jembatan,BUMN,Lump Sum,0,1819.03,3638057,5457086,363805,18190,45.48,0,890,4,Sumatera Selatan,Sub-urban,Kemarau,106.05,4,21,185,59,1624.13,3352,10.71,0,0
PJ-784,Gedung Perkantoran,Pemda,Lump Sum,1,227.78,683333,0,22777,4555,0.0,4555,111,1,Kalimantan Tengah,Urban,Hujan,118.71,4,11,37,78,203.37,3990,10.71,0,1
PJ-785,Jaringan IT,Pemda,Cost Plus,0,31.15,155729,0,0,0,46.72,1557,7,3,Gorontalo,Urban,Kemarau,103.93,6,18,10,64,32.65,2654,-4.84,1,0
PJ-786,Jalan Tol,BUMN,Harga Satuan,0,2322.14,4644289,6966434,464428,23221,58.05,0,1154,1,Kepulauan Riau,Rural,Kemarau,111.98,2,9,235,71,2073.34,3368,10.71,0,0
PJ-787,Jalan Tol,Swasta Nasional,Lump Sum,1,578.32,1156637,1734956,115663,5783,14.46,0,269,5,Gorontalo,Sub-urban,Kemarau,115.85,6,15,61,69,516.36,3944,10.71,0,1
PJ-788,Jembatan,Pemda,Cost Plus,0,2345.01,4690021,7035032,469002,23450,58.63,0,1171,1,Nusa Tenggara Barat,Urban,Kemarau,119.65,3,6,235,77,2093.76,3401,10.71,0,0
PJ-789,Jaringan IT,BUMN,Lump Sum,0,56.48,282389,0,0,0,84.72,2823,23,3,Lampung,Rural,Kemarau,109.98,7,19,17,25,50.43,3401,10.71,0,1
PJ-790,Jalan Tol,BUMN,Harga Satuan,0,2043.2,4086409,6129613,408640,20432,51.08,0,1024,1,Papua Barat,Sub-urban,Kemarau,102.47,6,9,207,57,1824.29,3364,10.71,0,0
PJ-791,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,250.3,750906,0,25030,5006,0.0,5006,144,2,Papua Barat,Urban,Hujan,102.54,5,24,39,22,223.48,3281,10.71,0,0
PJ-792,Perumahan,Pemda,Harga Satuan,0,204.32,817268,102158,51079,0,0.0,5107,87,2,Sumatera Selatan,Urban,Hujan,118.89,6,14,42,53,231.61,4540,-13.36,1,1
PJ-793,Perumahan,BUMN,Lump Sum,1,163.12,652493,81561,40780,0,0.0,4078,76,2,Papua Barat,Urban,Kemarau,102.46,6,12,33,53,145.65,3370,10.71,0,0
PJ-794,Jaringan IT,Swasta Asing,Lump Sum,0,16.22,81084,0,0,0,24.33,810,-3,2,DKI Jakarta,Rural,Hujan,107.58,2,8,7,44,14.48,1974,10.71,0,0
PJ-795,Jembatan,Swasta Nasional,Cost Plus,0,2856.84,5713671,8570507,571367,28568,71.42,0,1439,4,Nusa Tenggara Timur,Urban,Kemarau,115.77,2,10,288,48,2550.75,3381,10.71,0,0
PJ-796,Gedung Perkantoran,BUMN,Harga Satuan,0,58.87,176607,0,5886,1177,0.0,1177,11,3,Riau,Sub-urban,Kemarau,111.33,2,6,10,41,52.56,3010,10.71,0,0
PJ-797,Gedung Perkantoran,BUMN,Lump Sum,1,273.93,821799,0,27393,5478,0.0,5478,149,1,Papua Barat Daya,Urban,Hujan,113.15,6,10,42,55,328.34,3335,-19.86,1,0
PJ-798,Jaringan IT,BUMN,Harga Satuan,0,64.21,321028,0,0,0,96.31,3210,51,2,Sumatera Utara,Urban,Hujan,110.81,6,4,19,12,68.8,2880,-7.16,1,0
PJ-799,Perumahan,BUMN,Cost Plus,0,139.12,556487,69560,34780,0,0.0,3478,68,2,Sumatera Selatan,Urban,Kemarau,100.8,9,17,28,65,163.58,3387,-17.58,1,0
PJ-800,Gedung Perkantoran,Pemda,Cost Plus,0,246.74,740228,0,24674,4934,0.0,4934,113,2,Sulawesi Selatan,Rural,Kemarau,114.41,6,12,40,62,220.31,3154,10.71,0,0
PJ-801,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,126.83,380498,0,12683,2536,0.0,2536,82,2,Bengkulu,Urban,Kemarau,111.83,6,12,22,38,113.24,2948,10.71,0,0
PJ-802,Pabrik,Swasta Nasional,Lump Sum,0,281.76,704398,0,42263,11270,0.0,0,151,1,Papua Pegunungan,Sub-urban,Hujan,102.32,5,5,37,41,251.57,4494,10.71,0,1
PJ-803,Jembatan,BUMN,Cost Plus,0,2914.93,5829864,8744796,582986,29149,72.87,0,1462,5,Kalimantan Timur,Rural,Kemarau,114.82,4,20,292,29,2957.82,4508,-1.47,1,1
PJ-804,Jaringan IT,Pemda,Cost Plus,0,86.77,433869,0,0,0,130.16,4338,25,1,Gorontalo,Sub-urban,Hujan,101.35,3,17,23,77,97.1,3992,-11.9,1,1
PJ-805,Perumahan,Swasta Asing,Cost Plus,0,240.42,961698,120212,60106,0,0.0,6010,106,2,Nusa Tenggara Barat,Urban,Hujan,115.12,9,16,51,39,214.66,3718,10.71,0,1
PJ-806,Jalan Tol,Swasta Asing,Cost Plus,0,2496.51,4993015,7489522,499301,24965,62.41,0,1258,2,Jawa Barat,Rural,Kemarau,107.55,6,20,252,14,2229.02,4004,10.71,0,1
PJ-807,Perumahan,BUMN,Harga Satuan,0,159.25,636997,79624,39812,0,0.0,3981,91,2,DKI Jakarta,Urban,Kemarau,104.62,6,14,32,57,142.19,3393,10.71,0,0
PJ-808,Jaringan IT,Swasta Nasional,Cost Plus,0,84.93,424642,0,0,0,127.39,4246,53,2,Gorontalo,Sub-urban,Kemarau,117.52,3,4,23,70,75.83,3147,10.71,0,0
PJ-809,Jaringan IT,BUMN,Harga Satuan,0,60.68,303403,0,0,0,91.02,3034,31,3,Bali,Urban,Hujan,113.25,6,18,18,22,54.18,2873,10.71,0,0
PJ-810,Jembatan,Swasta Asing,Lump Sum,1,1058.04,2116079,3174119,211607,10580,26.45,0,548,3,Banten,Rural,Kemarau,113.5,8,16,107,50,1209.8,3370,-14.34,1,0
PJ-811,Perumahan,Swasta Nasional,Cost Plus,0,171.66,686633,85829,42914,0,0.0,4291,73,3,Papua Tengah,Urban,Kemarau,114.11,9,10,36,60,153.27,3251,10.71,0,0
PJ-812,Jalan Tol,Swasta Asing,Lump Sum,1,1994.63,3989263,5983894,398926,19946,49.87,0,1008,3,Maluku,Urban,Kemarau,102.18,9,20,203,14,1780.92,4398,10.71,0,1
PJ-813,Perumahan,BUMN,Lump Sum,0,138.08,552330,69041,34520,0,0.0,3452,76,3,Jawa Tengah,Rural,Kemarau,100.89,7,21,31,55,123.29,3037,10.71,0,0
PJ-814,Gedung Perkantoran,BUMN,Cost Plus,0,178.7,536090,0,17869,3573,0.0,3573,100,2,Nusa Tenggara Timur,Sub-urban,Hujan,111.08,2,16,29,78,159.55,3904,10.71,0,1
PJ-815,Jaringan IT,BUMN,Harga Satuan,0,51.61,258039,0,0,0,77.41,2580,23,3,Sumatera Selatan,Urban,Kemarau,104.47,4,8,14,51,46.08,3141,10.71,0,0
PJ-816,Pabrik,Swasta Asing,Cost Plus,0,453.97,1134922,0,68095,18158,0.0,0,241,2,Papua Pegunungan,Sub-urban,Kemarau,119.77,9,12,57,44,405.33,3393,10.71,0,0
PJ-817,Perumahan,Swasta Nasional,Harga Satuan,0,127.98,511930,63991,31995,0,0.0,3199,59,3,Sulawesi Tengah,Rural,Kemarau,101.66,9,6,29,32,142.07,3008,-11.01,1,0
PJ-818,Jalan Tol,Pemda,Cost Plus,0,2889.82,5779649,8669474,577964,28898,72.25,0,1440,5,Papua Barat Daya,Urban,Kemarau,100.98,3,24,290,57,3368.34,4382,-16.56,1,1
PJ-819,Perumahan,BUMN,Cost Plus,0,205.69,822746,102843,51421,0,0.0,5142,118,2,Papua,Rural,Kemarau,115.42,7,23,43,66,183.65,3679,10.71,0,1
PJ-820,Jalan Tol,Pemda,Lump Sum,0,1552.64,3105275,4657912,310527,15526,38.82,0,785,1,Kepulauan Riau,Sub-urban,Hujan,116.99,5,8,159,21,1386.28,3328,10.71,0,0
PJ-821,Jaringan IT,BUMN,Lump Sum,1,22.4,112011,0,0,0,33.6,1120,25,1,Jawa Timur,Urban,Kemarau,109.21,9,19,9,18,20.0,2121,10.71,0,0
PJ-822,Jaringan IT,Swasta Nasional,Cost Plus,0,11.99,59945,0,0,0,17.98,599,11,3,Jawa Timur,Urban,Hujan,100.9,3,4,3,31,14.15,4620,-17.99,1,1
PJ-823,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,94.75,284250,0,9475,1895,0.0,1895,31,3,Jawa Barat,Rural,Kemarau,104.75,7,19,18,26,84.6,2691,10.71,0,0
PJ-824,Pabrik,Swasta Asing,Lump Sum,0,291.56,728898,0,43733,11662,0.0,0,161,1,Kalimantan Timur,Rural,Hujan,114.89,7,6,37,39,260.32,4251,10.71,0,1
PJ-825,Jalan Tol,BUMN,Cost Plus,0,1608.8,3217596,4826394,321759,16087,40.22,0,812,2,Papua,Sub-urban,Hujan,118.94,3,9,163,70,1903.89,3364,-18.34,1,0
PJ-826,Gedung Perkantoran,Pemda,Cost Plus,0,229.83,689493,0,22983,4596,0.0,4596,130,3,Kepulauan Riau,Rural,Hujan,100.43,2,6,38,44,227.54,3092,1.0,1,0
PJ-827,Jembatan,BUMN,Harga Satuan,0,1836.48,3672953,5509429,367295,18364,45.91,0,932,5,Papua Selatan,Rural,Kemarau,116.52,3,20,186,26,1639.71,3365,10.71,0,0
PJ-828,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,146.65,439938,0,14664,2932,0.0,2932,66,3,Kalimantan Utara,Rural,Hujan,117.9,3,7,25,27,130.93,2999,10.71,0,0
PJ-829,Jaringan IT,BUMN,Lump Sum,0,69.35,346731,0,0,0,104.02,3467,36,2,Papua Tengah,Urban,Kemarau,102.58,9,13,19,58,61.92,3110,10.71,0,0
PJ-830,Jalan Tol,Swasta Nasional,Lump Sum,1,804.92,1609834,2414751,160983,8049,20.12,0,387,1,Papua Pegunungan,Rural,Kemarau,105.3,6,7,83,48,718.68,3306,10.71,0,0
PJ-831,Perumahan,Swasta Nasional,Harga Satuan,0,247.45,989797,123724,61862,0,0.0,6186,116,2,Sulawesi Utara,Sub-urban,Kemarau,109.97,9,7,51,26,260.31,3911,-5.2,1,1
PJ-832,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,102.34,307027,0,10234,2046,0.0,2046,33,1,Sulawesi Utara,Sub-urban,Kemarau,103.26,4,10,18,76,91.38,2907,10.71,0,0
PJ-833,Perumahan,Swasta Nasional,Harga Satuan,0,179.54,718156,89769,44884,0,0.0,4488,87,3,Papua Barat,Urban,Hujan,105.2,3,13,36,35,160.3,3400,10.71,0,0
PJ-834,Pabrik,Swasta Nasional,Lump Sum,1,283.48,708695,0,42521,11339,0.0,0,136,1,Kepulauan Riau,Sub-urban,Kemarau,111.37,7,22,36,29,253.11,3355,10.71,0,0
PJ-835,Gedung Perkantoran,Swasta Asing,Lump Sum,0,79.11,237327,0,7910,1582,0.0,1582,53,2,Jawa Tengah,Sub-urban,Hujan,111.32,8,3,12,45,70.63,3371,10.71,0,0
PJ-836,Gedung Perkantoran,Swasta Nasional,Lump Sum,1,265.22,795647,0,26521,5304,0.0,5304,141,3,Sulawesi Tenggara,Urban,Kemarau,118.02,8,13,42,21,236.8,3229,10.71,0,0
PJ-837,Gedung Perkantoran,BUMN,Cost Plus,0,290.25,870758,0,29025,5805,0.0,5805,132,1,Sulawesi Selatan,Urban,Hujan,116.89,3,11,46,17,259.15,3226,10.71,0,0
PJ-838,Gedung Perkantoran,Swasta Nasional,Lump Sum,1,116.02,348073,0,11602,2320,0.0,2320,64,3,Jawa Timur,Rural,Hujan,115.85,4,19,20,66,103.59,3372,10.71,0,1
PJ-839,Jalan Tol,Pemda,Lump Sum,0,1951.18,3902351,5853526,390235,19511,48.78,0,980,5,Nusa Tenggara Barat,Sub-urban,Hujan,117.87,6,15,198,70,1742.12,4044,10.71,0,1
PJ-840,Jembatan,Pemda,Harga Satuan,0,2845.39,5690771,8536157,569077,28453,71.13,0,1407,1,Jawa Barat,Urban,Hujan,108.35,9,9,288,48,2794.76,4168,1.78,1,1
PJ-841,Jaringan IT,BUMN,Harga Satuan,0,79.37,396858,0,0,0,119.06,3968,31,1,Papua Barat,Urban,Hujan,105.11,9,8,21,51,70.87,3597,10.71,0,1
PJ-842,Gedung Perkantoran,Pemda,Lump Sum,0,125.36,376086,0,12536,2507,0.0,2507,78,1,Papua Pegunungan,Rural,Hujan,112.18,4,8,20,72,111.93,3788,10.71,0,1
PJ-843,Jaringan IT,Swasta Asing,Lump Sum,1,18.12,90577,0,0,0,27.17,905,22,2,Maluku Utara,Urban,Hujan,115.23,5,16,7,74,16.17,2205,10.71,0,0
PJ-844,Gedung Perkantoran,Pemda,Lump Sum,1,163.1,489293,0,16309,3261,0.0,3261,92,3,Riau,Urban,Hujan,102.61,4,10,25,16,145.62,3336,10.71,0,0
PJ-845,Jaringan IT,BUMN,Cost Plus,0,48.82,244117,0,0,0,73.24,2441,12,3,Sulawesi Utara,Sub-urban,Kemarau,118.66,6,14,14,52,43.59,3776,10.71,0,1
PJ-846,Perumahan,Swasta Asing,Lump Sum,1,221.88,887533,110941,55470,0,0.0,5547,125,3,Sumatera Utara,Rural,Kemarau,109.98,4,23,45,17,198.11,3361,10.71,0,0
PJ-847,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,119.5,358487,0,11949,2389,0.0,2389,52,3,Gorontalo,Urban,Kemarau,114.45,7,15,21,69,106.69,3622,10.71,0,1
PJ-848,Perumahan,BUMN,Harga Satuan,0,240.92,963685,120460,60230,0,0.0,6023,106,2,Jawa Tengah,Rural,Kemarau,114.0,6,15,50,37,215.11,3968,10.71,0,1
PJ-849,Perumahan,BUMN,Lump Sum,0,127.27,509061,63632,31816,0,0.0,3181,61,1,Maluku Utara,Sub-urban,Kemarau,116.33,5,14,27,38,113.63,3213,10.71,0,0
PJ-850,Perumahan,Swasta Nasional,Harga Satuan,0,63.27,253076,31634,15817,0,0.0,1581,49,3,Sulawesi Tengah,Sub-urban,Kemarau,107.01,3,22,13,22,56.49,3318,10.71,0,0
PJ-851,Perumahan,BUMN,Cost Plus,0,171.34,685344,85668,42834,0,0.0,4283,104,3,DKI Jakarta,Sub-urban,Kemarau,110.32,3,13,38,10,152.98,3074,10.71,0,0
PJ-852,Jaringan IT,Swasta Asing,Harga Satuan,0,23.99,119971,0,0,0,35.99,1199,21,3,DI Yogyakarta,Rural,Kemarau,105.7,9,21,6,76,21.42,3408,10.71,0,0
PJ-853,Perumahan,Swasta Nasional,Cost Plus,0,67.99,271953,33994,16997,0,0.0,1699,31,3,DKI Jakarta,Sub-urban,Hujan,106.34,6,18,14,55,71.65,3311,-5.39,1,0
PJ-854,Jaringan IT,Swasta Nasional,Lump Sum,0,36.92,184584,0,0,0,55.38,1845,13,3,Nusa Tenggara Timur,Sub-urban,Kemarau,117.49,2,21,12,74,38.79,2621,-5.07,1,0
PJ-855,Gedung Perkantoran,Pemda,Lump Sum,1,163.26,489767,0,16325,3265,0.0,3265,65,3,Kalimantan Tengah,Rural,Hujan,114.16,9,11,25,48,145.76,3339,10.71,0,0
PJ-856,Jalan Tol,BUMN,Lump Sum,0,611.95,1223907,1835861,122390,6119,15.3,0,324,4,Jawa Timur,Urban,Kemarau,117.52,6,22,62,45,546.39,3936,10.71,0,1
PJ-857,Perumahan,Swasta Asing,Lump Sum,1,136.36,545443,68180,34090,0,0.0,3409,87,1,Sulawesi Barat,Rural,Kemarau,117.31,6,9,30,54,121.75,3099,10.71,0,0
PJ-858,Gedung Perkantoran,Pemda,Lump Sum,1,162.25,486757,0,16225,3245,0.0,3245,81,1,Sulawesi Selatan,Rural,Kemarau,112.8,5,15,27,21,144.87,3072,10.71,0,0
PJ-859,Jaringan IT,Pemda,Lump Sum,0,51.08,255406,0,0,0,76.62,2554,44,3,Papua,Rural,Kemarau,104.64,8,22,13,54,56.44,3348,-10.5,1,0
PJ-860,Jaringan IT,Swasta Nasional,Cost Plus,0,71.13,355648,0,0,0,106.69,3556,49,3,Kalimantan Barat,Rural,Hujan,103.17,8,15,20,66,63.51,3982,10.71,0,1
PJ-861,Jalan Tol,BUMN,Harga Satuan,0,1267.24,2534486,3801729,253448,12672,31.68,0,640,5,Gorontalo,Rural,Kemarau,112.45,4,17,128,62,1131.47,4494,10.71,0,1
PJ-862,Gedung Perkantoran,Pemda,Lump Sum,1,293.71,881118,0,29370,5874,0.0,5874,164,2,Jawa Timur,Sub-urban,Kemarau,107.31,7,9,46,60,262.24,3265,10.71,0,0
PJ-863,Jaringan IT,Swasta Asing,Cost Plus,0,57.65,288254,0,0,0,86.48,2882,42,1,Sulawesi Tengah,Urban,Kemarau,107.46,2,5,17,19,63.37,2890,-9.92,1,0
PJ-864,Perumahan,BUMN,Harga Satuan,0,82.02,328092,41011,20505,0,0.0,2050,36,1,DI Yogyakarta,Rural,Hujan,102.99,2,7,18,33,73.23,3106,10.71,0,0
PJ-865,Jembatan,Pemda,Cost Plus,0,1929.73,3859457,5789186,385945,19297,48.24,0,968,1,Sulawesi Tengah,Sub-urban,Kemarau,100.18,5,23,196,15,1722.97,3356,10.71,0,0
PJ-866,Jaringan IT,Swasta Nasional,Lump Sum,1,17.51,87569,0,0,0,26.27,875,11,2,Kalimantan Selatan,Rural,Kemarau,106.84,9,6,8,44,15.64,1865,10.71,0,0
PJ-867,Jaringan IT,Swasta Nasional,Lump Sum,0,79.45,397268,0,0,0,119.18,3972,34,1,Sumatera Selatan,Urban,Hujan,112.79,9,15,23,49,70.94,2944,10.71,0,0
PJ-868,Gedung Perkantoran,Pemda,Cost Plus,0,174.77,524324,0,17477,3495,0.0,3495,92,3,Jawa Timur,Rural,Hujan,114.72,4,18,30,39,183.59,2979,-5.04,1,0
PJ-869,Jaringan IT,Pemda,Cost Plus,0,46.98,234895,0,0,0,70.47,2348,39,1,Kalimantan Timur,Rural,Kemarau,113.1,9,7,14,71,41.95,3226,10.71,0,1
PJ-870,Gedung Perkantoran,Swasta Asing,Cost Plus,0,246.18,738538,0,24617,4923,0.0,4923,103,2,Sumatera Utara,Urban,Hujan,103.96,7,4,37,56,284.42,3870,-15.53,1,1
PJ-871,Jembatan,Swasta Asing,Cost Plus,0,1843.16,3686329,5529494,368632,18431,46.08,0,923,1,Nusa Tenggara Timur,Rural,Hujan,107.78,4,9,185,31,1645.68,3396,10.71,0,0
PJ-872,Jembatan,Swasta Asing,Harga Satuan,0,2197.35,4394693,6592040,439469,21973,54.93,0,1101,2,Banten,Urban,Kemarau,119.14,3,18,222,77,1961.92,3374,10.71,0,0
PJ-873,Perumahan,Swasta Asing,Harga Satuan,0,182.63,730531,91316,45658,0,0.0,4565,101,3,DKI Jakarta,Urban,Hujan,119.7,8,9,38,19,214.89,3276,-17.66,1,0
PJ-874,Gedung Perkantoran,Pemda,Lump Sum,0,81.99,245967,0,8198,1639,0.0,1639,25,1,Jawa Barat,Urban,Hujan,103.86,3,3,14,52,73.2,2994,10.71,0,0
PJ-875,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,151.17,453504,0,15116,3023,0.0,3023,80,3,Papua Selatan,Sub-urban,Hujan,105.76,7,8,26,27,134.97,2973,10.71,0,0
PJ-876,Gedung Perkantoran,Swasta Asing,Cost Plus,0,220.93,662781,0,22092,4418,0.0,4418,101,1,Papua,Sub-urban,Kemarau,111.32,6,10,36,65,240.52,3138,-8.87,1,0
PJ-877,Jalan Tol,Swasta Asing,Cost Plus,0,1315.17,2630335,3945503,263033,13151,32.88,0,673,2,Riau,Sub-urban,Kemarau,112.09,7,17,132,16,1174.26,4096,10.71,0,1
PJ-878,Jaringan IT,Pemda,Harga Satuan,0,24.69,123459,0,0,0,37.04,1234,27,2,Kalimantan Utara,Rural,Kemarau,107.02,4,17,10,77,22.05,2104,10.71,0,0
PJ-879,Perumahan,Pemda,Harga Satuan,0,245.13,980534,122566,61283,0,0.0,6128,136,2,Kalimantan Utara,Urban,Kemarau,107.81,4,23,51,54,218.87,3277,10.71,0,0
PJ-880,Jaringan IT,Pemda,Cost Plus,0,54.34,271704,0,0,0,81.51,2717,36,3,Jawa Barat,Rural,Hujan,107.14,4,6,16,60,48.52,3452,10.71,0,1
PJ-881,Jembatan,Pemda,Lump Sum,0,1584.09,3168176,4752264,316817,15840,39.6,0,772,5,Jambi,Urban,Hujan,102.73,3,4,159,15,1414.36,3396,10.71,0,0
PJ-882,Gedung Perkantoran,BUMN,Harga Satuan,0,154.88,464627,0,15487,3097,0.0,3097,76,3,Gorontalo,Urban,Hujan,116.66,6,20,24,16,138.28,3299,10.71,0,0
PJ-883,Jalan Tol,Swasta Asing,Lump Sum,0,2737.16,5474328,8211492,547432,27371,68.43,0,1385,2,Bengkulu,Sub-urban,Hujan,100.55,7,15,277,26,2443.9,3368,10.71,0,0
PJ-884,Gedung Perkantoran,Swasta Asing,Cost Plus,0,86.63,259881,0,8662,1732,0.0,1732,62,1,Sumatera Selatan,Sub-urban,Kemarau,116.78,3,9,14,69,77.35,3164,10.71,0,0
PJ-885,Gedung Perkantoran,Swasta Nasional,Lump Sum,1,57.99,173958,0,5798,1159,0.0,1159,33,3,Sulawesi Selatan,Rural,Kemarau,101.69,5,24,12,35,51.77,2471,10.71,0,0
PJ-886,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,80.48,241439,0,8047,1609,0.0,1609,42,1,Sumatera Barat,Urban,Hujan,101.76,7,16,14,37,71.86,3714,10.71,0,1
